,exchangetoken,tradingsymbol,symbolname,description,expiry,strikeprice,ticksize,lotsize,optiontype,series,assettype,exchange,isin,qtyunits,prcunits,prcqtn,multiplier,asmgsmflag,asmgsmmsg
95406,1143662_BFO,SENSEX28DEC91000CE,SENSEX,SENSEX28DEC91000CE,29/DEC/28,91000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95408,1138714_BFO,SENSEX24DEC79700CE,SENSEX,SENSEX24DEC79700CE,27/DEC/24,79700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95410,1146488_BFO,SENSEX24N1483600CE,SENSEX,SENSEX24N1483600CE,14/NOV/24,83600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95417,1140554_BFO,SENSEX24N0884800CE,SENSEX,SENSEX24N0884800CE,08/NOV/24,84800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95419,1161513_BFO,SENSEX24D0683700PE,SENSEX,SENSEX24D0683700PE,06/DEC/24,83700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95420,1135872_BFO,SENSEX24O3184800CE,SENSEX,SENSEX24O3184800CE,31/OCT/24,84800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95423,1164985_BFO,SENSEX24D1377000PE,SENSEX,SENSEX24D1377000PE,13/DEC/24,77000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95424,1137965_BFO,SENSEX24DEC79200CE,SENSEX,SENSEX24DEC79200CE,27/DEC/24,79200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95426,1141204_BFO,SENSEX24N0887100PE,SENSEX,SENSEX24N0887100PE,08/NOV/24,87100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95429,843250_BFO,SENSEX27DEC82000PE,SENSEX,SENSEX27DEC82000PE,31/DEC/27,82000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95432,1136083_BFO,SENSEX24O3182300CE,SENSEX,SENSEX24O3182300CE,31/OCT/24,82300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95435,1140219_BFO,SENSEX24N0884600CE,SENSEX,SENSEX24N0884600CE,08/NOV/24,84600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95436,1126321_BFO,SENSEX24NOV79400CE,SENSEX,SENSEX24NOV79400CE,29/NOV/24,79400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95439,1164322_BFO,SENSEX25JAN78000CE,SENSEX,SENSEX25JAN78000CE,31/JAN/25,78000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95442,1142565_BFO,SENSEX24NOV88700CE,SENSEX,SENSEX24NOV88700CE,29/NOV/24,88700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95443,1141608_BFO,SENSEX24O3188800CE,SENSEX,SENSEX24O3188800CE,31/OCT/24,88800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95444,866617_BFO,SENSEX28JUN85000CE,SENSEX,SENSEX28JUN85000CE,30/JUN/28,85000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95450,1135829_BFO,SENSEX24O3184200CE,SENSEX,SENSEX24O3184200CE,31/OCT/24,84200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95452,1164820_BFO,SENSEX24D0675800PE,SENSEX,SENSEX24D0675800PE,06/DEC/24,75800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95454,1126455_BFO,SENSEX24NOV84400CE,SENSEX,SENSEX24NOV84400CE,29/NOV/24,84400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95456,1148616_BFO,SENSEX24N1479000PE,SENSEX,SENSEX24N1479000PE,14/NOV/24,79000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95458,1149707_BFO,SENSEX24N2285700PE,SENSEX,SENSEX24N2285700PE,22/NOV/24,85700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95460,1148970_BFO,SENSEX24N0878600PE,SENSEX,SENSEX24N0878600PE,08/NOV/24,78600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95463,1139870_BFO,SENSEX24DEC87800CE,SENSEX,SENSEX24DEC87800CE,27/DEC/24,87800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95465,1143139_BFO,SENSEX24DEC89100PE,SENSEX,SENSEX24DEC89100PE,27/DEC/24,89100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95466,1160029_BFO,SENSEX24N2285900CE,SENSEX,SENSEX24N2285900CE,22/NOV/24,85900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95467,1164287_BFO,SENSEX24D1378900PE,SENSEX,SENSEX24D1378900PE,13/DEC/24,78900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95472,885279_BFO,SENSEX28DEC86000CE,SENSEX,SENSEX28DEC86000CE,29/DEC/28,86000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95473,1164907_BFO,SENSEX24D1376200PE,SENSEX,SENSEX24D1376200PE,13/DEC/24,76200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95474,1126855_BFO,SENSEX24NOV85600CE,SENSEX,SENSEX24NOV85600CE,29/NOV/24,85600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95475,1136503_BFO,SENSEX24O3179500PE,SENSEX,SENSEX24O3179500PE,31/OCT/24,79500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95477,1161437_BFO,SENSEX24D0684000CE,SENSEX,SENSEX24D0684000CE,06/DEC/24,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95478,1146265_BFO,SENSEX24N1483800PE,SENSEX,SENSEX24N1483800PE,14/NOV/24,83800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95479,1148840_BFO,SENSEX24N0879400CE,SENSEX,SENSEX24N0879400CE,08/NOV/24,79400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95480,1161391_BFO,SENSEX24D0678800PE,SENSEX,SENSEX24D0678800PE,06/DEC/24,78800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95481,1140243_BFO,SENSEX24N0880900CE,SENSEX,SENSEX24N0880900CE,08/NOV/24,80900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95482,1144277_BFO,SENSEX27JUN91000CE,SENSEX,SENSEX27JUN91000CE,25/JUN/27,91000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95483,1162845_BFO,SENSEX24D0676400CE,SENSEX,SENSEX24D0676400CE,06/DEC/24,76400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95484,1163853_BFO,SENSEX24D1378500CE,SENSEX,SENSEX24D1378500CE,13/DEC/24,78500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95487,1142231_BFO,SENSEX24DEC88900CE,SENSEX,SENSEX24DEC88900CE,27/DEC/24,88900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95489,1149742_BFO,SENSEX24N2277900CE,SENSEX,SENSEX24N2277900CE,22/NOV/24,77900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95491,1149386_BFO,SENSEX24N2282100PE,SENSEX,SENSEX24N2282100PE,22/NOV/24,82100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95493,1135841_BFO,SENSEX24O3180500CE,SENSEX,SENSEX24O3180500CE,31/OCT/24,80500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95495,1126443_BFO,SENSEX24NOV81900PE,SENSEX,SENSEX24NOV81900PE,29/NOV/24,81900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95496,1140007_BFO,SENSEX24NOV87400CE,SENSEX,SENSEX24NOV87400CE,29/NOV/24,87400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95497,1146809_BFO,SENSEX24N1484200PE,SENSEX,SENSEX24N1484200PE,14/NOV/24,84200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95502,1164938_BFO,SENSEX24D1379700CE,SENSEX,SENSEX24D1379700CE,13/DEC/24,79700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95504,1150445_BFO,SENSEX24DEC77500PE,SENSEX,SENSEX24DEC77500PE,27/DEC/24,77500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95505,1140460_BFO,SENSEX24DEC88400PE,SENSEX,SENSEX24DEC88400PE,27/DEC/24,88400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95506,1162210_BFO,SENSEX24N2276300PE,SENSEX,SENSEX24N2276300PE,22/NOV/24,76300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95507,1140397_BFO,SENSEX24N0885700PE,SENSEX,SENSEX24N0885700PE,08/NOV/24,85700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95508,1146735_BFO,SENSEX24N1486300CE,SENSEX,SENSEX24N1486300CE,14/NOV/24,86300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95509,1149431_BFO,SENSEX24N2278200CE,SENSEX,SENSEX24N2278200CE,22/NOV/24,78200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95513,1135958_BFO,SENSEX24O3186100PE,SENSEX,SENSEX24O3186100PE,31/OCT/24,86100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95517,1141986_BFO,SENSEX24DEC88700CE,SENSEX,SENSEX24DEC88700CE,27/DEC/24,88700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95518,1113985_BFO,SENSEX27JUN77000CE,SENSEX,SENSEX27JUN77000CE,25/JUN/27,77000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95519,1149785_BFO,SENSEX24N1478400CE,SENSEX,SENSEX24N1478400CE,14/NOV/24,78400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95520,1137101_BFO,SENSEX24O3187000CE,SENSEX,SENSEX24O3187000CE,31/OCT/24,87000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95521,1163946_BFO,SENSEX25JAN83000PE,SENSEX,SENSEX25JAN83000PE,31/JAN/25,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95522,1161168_BFO,SENSEX24D0678800CE,SENSEX,SENSEX24D0678800CE,06/DEC/24,78800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95523,1141157_BFO,SENSEX24N0881400CE,SENSEX,SENSEX24N0881400CE,08/NOV/24,81400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95525,1126407_BFO,SENSEX24NOV85300CE,SENSEX,SENSEX24NOV85300CE,29/NOV/24,85300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95527,1165636_BFO,SENSEX24D1384200PE,SENSEX,SENSEX24D1384200PE,13/DEC/24,84200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95528,855385_BFO,SENSEX29JUN84000CE,SENSEX,SENSEX29JUN84000CE,29/JUN/29,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95532,1144097_BFO,SENSEX24O3189500CE,SENSEX,SENSEX24O3189500CE,31/OCT/24,89500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95533,1164053_BFO,SENSEX24DEC75400CE,SENSEX,SENSEX24DEC75400CE,27/DEC/24,75400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95535,866038_BFO,SENSEX26JUN75000PE,SENSEX,SENSEX26JUN75000PE,26/JUN/26,75000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95539,1164657_BFO,SENSEX24DEC75400PE,SENSEX,SENSEX24DEC75400PE,27/DEC/24,75400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95540,1162692_BFO,SENSEX24D0676800CE,SENSEX,SENSEX24D0676800CE,06/DEC/24,76800.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95541,1143404_BFO,SENSEX24O3189700PE,SENSEX,SENSEX24O3189700PE,31/OCT/24,89700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95543,1164456_BFO,SENSEX24D1380100CE,SENSEX,SENSEX24D1380100CE,13/DEC/24,80100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95544,1136169_BFO,SENSEX24O3183400PE,SENSEX,SENSEX24O3183400PE,31/OCT/24,83400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95546,1138627_BFO,SENSEX24DEC85400CE,SENSEX,SENSEX24DEC85400CE,27/DEC/24,85400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95547,1126679_BFO,SENSEX24NOV85400CE,SENSEX,SENSEX24NOV85400CE,29/NOV/24,85400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95549,1131925_BFO,SENSEX24NOV87000CE,SENSEX,SENSEX24NOV87000CE,29/NOV/24,87000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95550,1141833_BFO,SENSEX24N0888600PE,SENSEX,SENSEX24N0888600PE,08/NOV/24,88600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95553,1107673_BFO,SENSEX29JUN87000PE,SENSEX,SENSEX29JUN87000PE,29/JUN/29,87000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95554,1140424_BFO,SENSEX24O3188300CE,SENSEX,SENSEX24O3188300CE,31/OCT/24,88300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95557,1149255_BFO,SENSEX24N2283000PE,SENSEX,SENSEX24N2283000PE,22/NOV/24,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95558,1161213_BFO,SENSEX24D0685200CE,SENSEX,SENSEX24D0685200CE,06/DEC/24,85200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95559,1142999_BFO,SENSEX24N0889200CE,SENSEX,SENSEX24N0889200CE,08/NOV/24,89200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95561,886568_BFO,SENSEX28JUN76000CE,SENSEX,SENSEX28JUN76000CE,30/JUN/28,76000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95562,1165260_BFO,SENSEX24D1383900PE,SENSEX,SENSEX24D1383900PE,13/DEC/24,83900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95563,1164110_BFO,SENSEX24D1379500PE,SENSEX,SENSEX24D1379500PE,13/DEC/24,79500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95564,1138298_BFO,SENSEX24DEC86400CE,SENSEX,SENSEX24DEC86400CE,27/DEC/24,86400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95574,846404_BFO,SENSEX27DEC83000PE,SENSEX,SENSEX27DEC83000PE,31/DEC/27,83000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95576,1146704_BFO,SENSEX24N1482600PE,SENSEX,SENSEX24N1482600PE,14/NOV/24,82600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95578,1140635_BFO,SENSEX24NOV88300CE,SENSEX,SENSEX24NOV88300CE,29/NOV/24,88300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95580,1138370_BFO,SENSEX24DEC83200PE,SENSEX,SENSEX24DEC83200PE,27/DEC/24,83200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95581,1147433_BFO,SENSEX24N1480700CE,SENSEX,SENSEX24N1480700CE,14/NOV/24,80700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95582,846502_BFO,SENSEX24DEC84000CE,SENSEX,SENSEX24DEC84000CE,27/DEC/24,84000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95589,1141035_BFO,SENSEX24N0884300CE,SENSEX,SENSEX24N0884300CE,08/NOV/24,84300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95590,1149860_BFO,SENSEX24N2283700CE,SENSEX,SENSEX24N2283700CE,22/NOV/24,83700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95592,1164986_BFO,SENSEX25JAN77100PE,SENSEX,SENSEX25JAN77100PE,31/JAN/25,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95593,1149632_BFO,SENSEX24N2277800PE,SENSEX,SENSEX24N2277800PE,22/NOV/24,77800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95594,1144611_BFO,SENSEX24O3189400PE,SENSEX,SENSEX24O3189400PE,31/OCT/24,89400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95596,880683_BFO,SENSEX28DEC80000PE,SENSEX,SENSEX28DEC80000PE,29/DEC/28,80000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95598,1148571_BFO,SENSEX24N0879600PE,SENSEX,SENSEX24N0879600PE,08/NOV/24,79600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95599,1162740_BFO,SENSEX24DEC76300PE,SENSEX,SENSEX24DEC76300PE,27/DEC/24,76300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95600,1146534_BFO,SENSEX24N1484100PE,SENSEX,SENSEX24N1484100PE,14/NOV/24,84100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95601,1140555_BFO,SENSEX24N0883300CE,SENSEX,SENSEX24N0883300CE,08/NOV/24,83300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95606,1159468_BFO,SENSEX25DEC78000PE,SENSEX,SENSEX25DEC78000PE,26/DEC/25,78000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95607,1140244_BFO,SENSEX24NOV87600PE,SENSEX,SENSEX24NOV87600PE,29/NOV/24,87600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95609,1161121_BFO,SENSEX24D0678200PE,SENSEX,SENSEX24D0678200PE,06/DEC/24,78200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95612,1162503_BFO,SENSEX24N0876900CE,SENSEX,SENSEX24N0876900CE,08/NOV/24,76900.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95614,1107291_BFO,SENSEX26JUN87000CE,SENSEX,SENSEX26JUN87000CE,26/JUN/26,87000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95615,1126584_BFO,SENSEX24NOV80300CE,SENSEX,SENSEX24NOV80300CE,29/NOV/24,80300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95617,1127136_BFO,SENSEX27DEC88000PE,SENSEX,SENSEX27DEC88000PE,31/DEC/27,88000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95618,1165496_BFO,SENSEX24D1384300PE,SENSEX,SENSEX24D1384300PE,13/DEC/24,84300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95619,1149706_BFO,SENSEX24N2283400PE,SENSEX,SENSEX24N2283400PE,22/NOV/24,83400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95626,880494_BFO,SENSEX24DEC80000CE,SENSEX,SENSEX24DEC80000CE,27/DEC/24,80000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95628,1164145_BFO,SENSEX24DEC75700CE,SENSEX,SENSEX24DEC75700CE,27/DEC/24,75700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95629,1148711_BFO,SENSEX24N0879000CE,SENSEX,SENSEX24N0879000CE,08/NOV/24,79000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95630,861260_BFO,SENSEX29JUN74000PE,SENSEX,SENSEX29JUN74000PE,29/JUN/29,74000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95633,1164017_BFO,SENSEX25JAN78500CE,SENSEX,SENSEX25JAN78500CE,31/JAN/25,78500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95634,1136345_BFO,SENSEX24O3183600PE,SENSEX,SENSEX24O3183600PE,31/OCT/24,83600.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95636,1164088_BFO,SENSEX24D1375500CE,SENSEX,SENSEX24D1375500CE,13/DEC/24,75500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95637,1164749_BFO,SENSEX24D1378300PE,SENSEX,SENSEX24D1378300PE,13/DEC/24,78300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95639,1140989_BFO,SENSEX24NOV88500CE,SENSEX,SENSEX24NOV88500CE,29/NOV/24,88500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95640,1146810_BFO,SENSEX24N1488900PE,SENSEX,SENSEX24N1488900PE,14/NOV/24,88900.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95642,842919_BFO,SENSEX24DEC82000PE,SENSEX,SENSEX24DEC82000PE,27/DEC/24,82000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95643,1161536_BFO,SENSEX24D0684500PE,SENSEX,SENSEX24D0684500PE,06/DEC/24,84500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95645,1148354_BFO,SENSEX24N1479700CE,SENSEX,SENSEX24N1479700CE,14/NOV/24,79700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95647,1135817_BFO,SENSEX24O3182200PE,SENSEX,SENSEX24O3182200PE,31/OCT/24,82200.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95648,1138227_BFO,SENSEX24DEC85600CE,SENSEX,SENSEX24DEC85600CE,27/DEC/24,85600.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95650,1163911_BFO,SENSEX24DEC75500CE,SENSEX,SENSEX24DEC75500CE,27/DEC/24,75500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95651,1164275_BFO,SENSEX25JAN81800PE,SENSEX,SENSEX25JAN81800PE,31/JAN/25,81800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95653,1148201_BFO,SENSEX24N1479100CE,SENSEX,SENSEX24N1479100CE,14/NOV/24,79100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95655,1164444_BFO,SENSEX25JAN75400PE,SENSEX,SENSEX25JAN75400PE,31/JAN/25,75400.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95658,1146905_BFO,SENSEX24N1486500CE,SENSEX,SENSEX24N1486500CE,14/NOV/24,86500.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95659,1126996_BFO,SENSEX24NOV85800PE,SENSEX,SENSEX24NOV85800PE,29/NOV/24,85800.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95660,1146229_BFO,SENSEX24N1487200CE,SENSEX,SENSEX24N1487200CE,14/NOV/24,87200.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95661,1126854_BFO,SENSEX24NOV80100PE,SENSEX,SENSEX24NOV80100PE,29/NOV/24,80100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95663,1144501_BFO,SENSEX25DEC91000PE,SENSEX,SENSEX25DEC91000PE,26/DEC/25,91000.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95666,1142953_BFO,SENSEX24NOV89100PE,SENSEX,SENSEX24NOV89100PE,29/NOV/24,89100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95667,1163877_BFO,SENSEX24D1379300PE,SENSEX,SENSEX24D1379300PE,13/DEC/24,79300.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95670,1163972_BFO,SENSEX25JAN83300CE,SENSEX,SENSEX25JAN83300CE,31/JAN/25,83300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95673,1161473_BFO,SENSEX24D0684300CE,SENSEX,SENSEX24D0684300CE,06/DEC/24,84300.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95674,1147708_BFO,SENSEX25SEP80000CE,SENSEX,SENSEX25SEP80000CE,26/SEP/25,80000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95677,1164041_BFO,SENSEX24D1378700PE,SENSEX,SENSEX24D1378700PE,13/DEC/24,78700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95678,877158_BFO,SENSEX25MAR75000CE,SENSEX,SENSEX25MAR75000CE,28/MAR/25,75000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95679,1149905_BFO,SENSEX24N0878100PE,SENSEX,SENSEX24N0878100PE,08/NOV/24,78100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95681,1164029_BFO,SENSEX24D1381500PE,SENSEX,SENSEX24D1381500PE,13/DEC/24,81500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95685,1126431_BFO,SENSEX24NOV84100PE,SENSEX,SENSEX24NOV84100PE,29/NOV/24,84100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95686,1139490_BFO,SENSEX28DEC76000CE,SENSEX,SENSEX28DEC76000CE,29/DEC/28,76000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95687,1146570_BFO,SENSEX24N1482400CE,SENSEX,SENSEX24N1482400CE,14/NOV/24,82400.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95688,1150919_BFO,SENSEX24DEC77100PE,SENSEX,SENSEX24DEC77100PE,27/DEC/24,77100.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95692,1136123_BFO,SENSEX24O3185100CE,SENSEX,SENSEX24O3185100CE,31/OCT/24,85100.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95695,1126760_BFO,SENSEX24NOV79700CE,SENSEX,SENSEX24NOV79700CE,29/NOV/24,79700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95698,1138311_BFO,SENSEX24DEC82700CE,SENSEX,SENSEX24DEC82700CE,27/DEC/24,82700.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95701,842955_BFO,SENSEX28JUN81000CE,SENSEX,SENSEX28JUN81000CE,30/JUN/28,81000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95702,1162621_BFO,SENSEX24O3176500PE,SENSEX,SENSEX24O3176500PE,31/OCT/24,76500.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
95703,1162869_BFO,SENSEX25SEP75000CE,SENSEX,SENSEX25SEP75000CE,26/SEP/25,75000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95705,871890_BFO,SENSEX25MAR78000CE,SENSEX,SENSEX25MAR78000CE,28/MAR/25,78000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95707,1149872_BFO,SENSEX24O3178000CE,SENSEX,SENSEX24O3178000CE,31/OCT/24,78000.0,0.05,10.0,CE,,OPTIDX,BFO,,,,,1,False,
95709,1164369_BFO,SENSEX24N0875700PE,SENSEX,SENSEX24N0875700PE,08/NOV/24,75700.0,0.05,10.0,PE,,OPTIDX,BFO,,,,,1,False,
