token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
44284,INF174KA1OY3,Dividend - Payout,Kotak BSE Housing Index Fund - Direct (IDCW),Direct,KO119D6-DP,13.634,-0.21,-1.49,100.00,,4th November 2024
44284,INF174KA1OZ0,Dividend - Payout,Kotak BSE Housing Index Fund - Direct (IDCW),Direct,KO1196D-DP,13.634,-0.21,-1.49,100.00,,4th November 2024
44284,INF174KA1OZ0,Dividend - Reinvest,Kotak BSE Housing Index Fund - Direct (IDCW),Direct,KO1196D-DR,13.634,-0.21,-1.49,100.00,,4th November 2024
44285,INF204KC1BL9,Growth,Nippon India Innovation Fund - Regular (G),Regular,RLITGP-GR,13.8069,-0.02,-0.17,500.00,,4th November 2024
44286,INF204KC1BM7,Dividend - Payout,Nippon India Innovation Fund - Regular (IDCW),Regular,RLITDP-DP,13.8069,-0.02,-0.17,500.00,,4th November 2024
44286,INF204KC1BN5,Dividend - Reinvest,Nippon India Innovation Fund - Regular (IDCW),Regular,RLITDP-DR,13.8069,-0.02,-0.17,500.00,,4th November 2024
44287,INF204KC1BO3,Growth,Nippon India Innovation Fund - Direct (G),Direct,RLITAG-GR,14.0253,-0.01,-0.10,500.00,,4th November 2024
44288,INF204KC1BP0,Dividend - Payout,Nippon India Innovation Fund - Direct (IDCW),Direct,RLITAD-DP,14.0253,-0.01,-0.10,500.00,,4th November 2024
44288,INF204KC1BQ8,Dividend - Reinvest,Nippon India Innovation Fund - Direct (IDCW),Direct,RLITAD-DR,14.0253,-0.01,-0.10,500.00,,4th November 2024
44289,INF174KA1PA0,Growth,Kotak Multi Asset Allocation Fund - Regular (G),Regular,KO1197-GR,12.785,-0.14,-1.04,100.00,,4th November 2024
44290,INF174KA1PB8,Dividend - Payout,Kotak Multi Asset Allocation Fund - Regular (IDCW),Regular,KO119P8-DP,12.785,-0.14,-1.04,100.00,,4th November 2024
44290,INF174KA1PC6,Dividend - Payout,Kotak Multi Asset Allocation Fund - Regular (IDCW),Regular,KO1198-DP,12.785,-0.14,-1.04,100.00,,4th November 2024
44290,INF174KA1PC6,Dividend - Reinvest,Kotak Multi Asset Allocation Fund - Regular (IDCW),Regular,KO1198-DR,12.785,-0.14,-1.04,100.00,,4th November 2024
44291,INF174KA1PD4,Growth,Kotak Multi Asset Allocation Fund - Direct (G),Direct,KO1197D-GR,12.999,-0.13,-1.00,100.00,,4th November 2024
44292,INF174KA1PE2,Dividend - Payout,Kotak Multi Asset Allocation Fund - Direct (IDCW),Direct,KO119D8-DP,12.998,-0.13,-1.01,100.00,,4th November 2024
44292,INF174KA1PF9,Dividend - Payout,Kotak Multi Asset Allocation Fund - Direct (IDCW),Direct,KO1198D-DP,12.998,-0.13,-1.01,100.00,,4th November 2024
44292,INF174KA1PF9,Dividend - Reinvest,Kotak Multi Asset Allocation Fund - Direct (IDCW),Direct,KO1198D-DR,12.998,-0.13,-1.01,100.00,,4th November 2024
44293,INF179KC1HE2,Growth,HDFC NIFTY 1D Rate Liquid ETF,Regular,HDN1DL-GR,1000.0,0.00,0.00,5000.00,DAILY,4th November 2024
44293,INF179KC1HE2,Growth,HDFC NIFTY 1D Rate Liquid ETF,Regular,HDN1DLD-GR,1000.0,0.00,0.00,5000.00,DAILY,4th November 2024
44294,INF789F1AYX9,Growth,UTI-Nifty Midcap 150 ETF,Regular,UTFXGP-GR,208.2912,-1.07,-0.51,5000.00,,4th November 2024
44294,INF789F1AYX9,Growth,UTI-Nifty Midcap 150 ETF,Regular,UTFXGPD-GR,208.2912,-1.07,-0.51,5000.00,,4th November 2024
44295,INF174V01BN1,Growth,Mahindra Manulife Business Cycle Fund - Reg (G),Regular,MHBCFRG-GR,14.7868,-0.12,-0.83,1000.00,,4th November 2024
44296,INF174V01BO9,Dividend - Payout,Mahindra Manulife Business Cycle Fund - Reg (IDCW),Regular,MHBCFRP-DP,14.7868,-0.12,-0.83,1000.00,,4th November 2024
44296,INF174V01BP6,Dividend - Payout,Mahindra Manulife Business Cycle Fund - Reg (IDCW),Regular,MHBCFRD-DP,14.7868,-0.12,-0.83,1000.00,,4th November 2024
44296,INF174V01BP6,Dividend - Reinvest,Mahindra Manulife Business Cycle Fund - Reg (IDCW),Regular,MHBCFRD-DR,14.7868,-0.12,-0.83,1000.00,,4th November 2024
44297,INF174V01BQ4,Growth,Mahindra Manulife Business Cycle Fund - Dir (G),Direct,MHBCFDG-GR,15.0993,-0.12,-0.79,1000.00,,4th November 2024
44298,INF174V01BR2,Dividend - Payout,Mahindra Manulife Business Cycle Fund - Dir (IDCW),Direct,MHBCFDP-DP,15.0993,-0.12,-0.79,1000.00,,4th November 2024
44298,INF174V01BS0,Dividend - Payout,Mahindra Manulife Business Cycle Fund - Dir (IDCW),Direct,MHBCFDD-DP,15.0993,-0.12,-0.79,1000.00,,4th November 2024
44298,INF174V01BS0,Dividend - Reinvest,Mahindra Manulife Business Cycle Fund - Dir (IDCW),Direct,MHBCFDD-DR,15.0993,-0.12,-0.79,1000.00,,4th November 2024
44299,INF179KC1HF9,Growth,HDFC Technology Fund - Regular (G),Regular,HDHIRGR-GR,13.794,0.02,0.17,100.00,,4th November 2024
44300,INF179KC1HG7,Dividend - Payout,HDFC Technology Fund - Regular (IDCW),Regular,HDHIRDP-DP,13.794,0.02,0.17,100.00,,4th November 2024
44300,INF179KC1HG7,Dividend - Reinvest,HDFC Technology Fund - Regular (IDCW),Regular,HDHIRDP-DR,13.794,0.02,0.17,100.00,,4th November 2024
44300,INF179KC1HH5,Dividend - Reinvest,HDFC Technology Fund - Regular (IDCW),Regular,HDHIRDR-DR,13.794,0.02,0.17,100.00,,4th November 2024
44301,INF179KC1HI3,Growth,HDFC Technology Fund - Direct (G),Direct,HDHIDGR-GR,13.992,0.02,0.16,100.00,,4th November 2024
44302,INF179KC1HJ1,Dividend - Payout,HDFC Technology Fund - Direct (IDCW),Direct,HDHIDDP-DP,13.992,0.02,0.16,100.00,,4th November 2024
44302,INF179KC1HJ1,Dividend - Reinvest,HDFC Technology Fund - Direct (IDCW),Direct,HDHIDDP-DR,13.992,0.02,0.16,100.00,,4th November 2024
44302,INF179KC1HK9,Dividend - Reinvest,HDFC Technology Fund - Direct (IDCW),Direct,HDHIDDR-DR,13.992,0.02,0.16,100.00,,4th November 2024
44303,INF959L01HJ1,Growth,Navi BSE Sensex Index Fund - Regular (G),Regular,ESNSBPG-GR,11.986,-0.09,-0.78,10.00,,4th November 2024
44304,INF959L01HK9,Growth,Navi BSE Sensex Index Fund - Direct (G),Direct,ESNSBDG-GR,12.0933,-0.10,-0.79,10.00,,4th November 2024
44305,INF966L01CQ2,Growth,Quant Teck Fund - Regular (G),Regular,QUTKGP-GR,12.9826,-0.06,-0.44,5000.00,,4th November 2024
44306,INF966L01CR0,Dividend - Payout,Quant Teck Fund - Regular (IDCW),Regular,QUTKDP-DP,12.9856,-0.05,-0.42,5000.00,,4th November 2024
44306,INF966L01CS8,Dividend - Reinvest,Quant Teck Fund - Regular (IDCW),Regular,QUTKDP-DR,12.9856,-0.05,-0.42,5000.00,,4th November 2024
44307,INF966L01CT6,Growth,Quant Teck Fund - Direct (G),Direct,QUTKDG-GR,13.2255,-0.05,-0.41,5000.00,,4th November 2024
44308,INF966L01CU4,Dividend - Payout,Quant Teck Fund - Direct (IDCW),Direct,QUTKD1-DP,13.2196,-0.06,-0.45,5000.00,,4th November 2024
44308,INF966L01CV2,Dividend - Reinvest,Quant Teck Fund - Direct (IDCW),Direct,QUTKD1-DR,13.2196,-0.06,-0.45,5000.00,,4th November 2024
44309,INF03VN01795,Growth,WhiteOak Capital Multi Cap Fund - Regular (G),Regular,YE106G-GR,14.214,-0.06,-0.39,500.00,,4th November 2024
44310,INF03VN01803,Growth,WhiteOak Capital Multi Cap Fund - Direct (G),Direct,YED106G-GR,14.486,-0.05,-0.37,500.00,,4th November 2024
44311,INF579M01AV5,Growth,360 ONE Balanced Hybrid Fund - Regular (G),Regular,IIIBHRG-GR,12.2964,-0.02,-0.19,1000.00,,4th November 2024
44312,INF579M01AW3,Dividend - Payout,360 ONE Balanced Hybrid Fund - Regular (IDCW),Regular,IIIBHRP-DP,12.2964,-0.02,-0.19,1000.00,,4th November 2024
44312,INF579M01AX1,Dividend - Reinvest,360 ONE Balanced Hybrid Fund - Regular (IDCW),Regular,IIIBHRR-DR,12.2964,-0.02,-0.19,1000.00,,4th November 2024
44313,INF579M01AY9,Growth,360 ONE Balanced Hybrid Fund - Direct (G),Direct,IIIBHDG-GR,12.5035,-0.02,-0.13,1000.00,,4th November 2024
44314,INF579M01AZ6,Dividend - Payout,360 ONE Balanced Hybrid Fund - Direct (IDCW),Direct,IIIBHDP-DP,12.5035,-0.02,-0.13,1000.00,,4th November 2024
44314,INF579M01BA7,Dividend - Reinvest,360 ONE Balanced Hybrid Fund - Direct (IDCW),Direct,IIIBHDR-DR,12.5035,-0.02,-0.13,1000.00,,4th November 2024
44315,INF0QA701490,Growth,Bajaj Finserv Arbitrage Fund - Regular (G),Regular,BJAFRG-GR,10.785,0.02,0.14,500.00,,4th November 2024
44316,INF0QA701508,Dividend - Payout,Bajaj Finserv Arbitrage Fund - Regular (IDCW),Regular,BJAFRD-DP,10.785,0.02,0.14,500.00,,4th November 2024
44316,INF0QA701516,Dividend - Reinvest,Bajaj Finserv Arbitrage Fund - Regular (IDCW),Regular,BJAFRD-DR,10.785,0.02,0.14,500.00,,4th November 2024
44317,INF0QA701524,Growth,Bajaj Finserv Arbitrage Fund - Direct (G),Direct,BJAFDG-GR,10.871,0.01,0.10,500.00,,4th November 2024
44318,INF0QA701532,Dividend - Payout,Bajaj Finserv Arbitrage Fund - Direct (IDCW),Direct,BJAFDD-DP,10.871,0.01,0.10,500.00,,4th November 2024
44318,INF0QA701540,Dividend - Reinvest,Bajaj Finserv Arbitrage Fund - Direct (IDCW),Direct,BJAFDD-DR,10.871,0.01,0.10,500.00,,4th November 2024
44319,INF740KA1TB5,Growth,DSP Multi Asset Allocation Fund - Regular (G),Regular,DS645-GR,12.765,-0.07,-0.51,100.00,,31st October 2024
44320,INF740KA1TC3,Dividend - Payout,DSP Multi Asset Allocation Fund - Regular (IDCW),Regular,DS646-DP,12.765,-0.07,-0.51,100.00,,31st October 2024
44320,INF740KA1TC3,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Regular (IDCW),Regular,DS646-DR,12.765,-0.07,-0.51,100.00,,31st October 2024
44320,INF740KA1TD1,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Regular (IDCW),Regular,DS647-DR,12.765,-0.07,-0.51,100.00,,31st October 2024
44321,INF740KA1TE9,Growth,DSP Multi Asset Allocation Fund - Direct (G),Direct,DS896-GR,12.9676,-0.07,-0.56,100.00,,31st October 2024
44322,INF740KA1TF6,Dividend - Payout,DSP Multi Asset Allocation Fund - Direct (IDCW),Direct,DS897-DP,12.9676,-0.07,-0.56,100.00,,31st October 2024
44322,INF740KA1TF6,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Direct (IDCW),Direct,DS897-DR,12.9676,-0.07,-0.56,100.00,,31st October 2024
44322,INF740KA1TG4,Dividend - Reinvest,DSP Multi Asset Allocation Fund - Direct (IDCW),Direct,DS898-DR,12.9676,-0.07,-0.56,100.00,,31st October 2024
44323,INF179KC1HL7,Growth,HDFC Pharma and Healthcare Fund - Regular (G),Regular,HDHPRGR-GR,16.297,0.02,0.10,100.00,,4th November 2024
44324,INF179KC1HM5,Dividend - Payout,HDFC Pharma and Healthcare Fund - Regular (IDCW),Regular,HDHPRDP-DP,16.297,0.02,0.10,100.00,,4th November 2024
44324,INF179KC1HM5,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Regular (IDCW),Regular,HDHPRDP-DR,16.297,0.02,0.10,100.00,,4th November 2024
44324,INF179KC1HN3,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Regular (IDCW),Regular,HDHPRDR-DR,16.297,0.02,0.10,100.00,,4th November 2024
44325,INF179KC1HO1,Growth,HDFC Pharma and Healthcare Fund - Direct (G),Direct,HDHPDGR-GR,16.517,0.02,0.10,100.00,,4th November 2024
44326,INF179KC1HP8,Dividend - Payout,HDFC Pharma and Healthcare Fund - Direct (IDCW),Direct,HDHPDDP-DP,16.517,0.02,0.10,100.00,,4th November 2024
44326,INF179KC1HP8,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Direct (IDCW),Direct,HDHPDDP-DR,16.517,0.02,0.10,100.00,,4th November 2024
44326,INF179KC1HQ6,Dividend - Reinvest,HDFC Pharma and Healthcare Fund - Direct (IDCW),Direct,HDHPDDR-DR,16.517,0.02,0.10,100.00,,4th November 2024
44327,INF959L01HI3,Growth,Navi NIFTY 50 ETF,Regular,ESNNETF-GR,242.73,-2.09,-0.85,250.00,,4th November 2024
44327,INF959L01HI3,Growth,Navi NIFTY 50 ETF,Regular,ESNNETFD-GR,242.73,-2.09,-0.85,250.00,,4th November 2024
44328,INF789F1AYY7,Growth,UTI-Innovation Fund - Regular (G),Regular,UTFIGPG-GR,12.0158,0.03,0.22,5000.00,,4th November 2024
44329,INF789F1AYZ4,Dividend - Payout,UTI-Innovation Fund - Regular (IDCW),Regular,UTFIDPD-DP,12.0158,0.03,0.22,5000.00,,4th November 2024
44330,INF789F1AZA4,Growth,UTI-Innovation Fund - Direct (G),Direct,UTFIG1G-GR,12.203,0.02,0.19,5000.00,,4th November 2024
44331,INF789F1AZB2,Dividend - Payout,UTI-Innovation Fund - Direct (IDCW),Direct,UTFID1D-DP,12.203,0.02,0.19,5000.00,,4th November 2024
44332,INF247L01BS5,Growth,Motilal Oswal Developed Market Ex US ETFs Fund of,Regular,MODMGP-GR,11.5627,-0.08,-0.66,500.00,,31st October 2024
44333,INF247L01BT3,Growth,Motilal Oswal Developed Market Ex US ETFs Fund of,Direct,MODMGD-GR,11.6144,-0.08,-0.65,500.00,,31st October 2024
44334,INF194KB1GN7,Growth,Bandhan Retirement Fund - Regular (G),Regular,ID385-GR,12.078,-0.03,-0.26,1000.00,,4th November 2024
44335,INF194KB1GO5,Dividend - Payout,Bandhan Retirement Fund - Regular (IDCW),Regular,ID386-DP,12.078,-0.03,-0.26,1000.00,,4th November 2024
44335,INF194KB1GO5,Dividend - Reinvest,Bandhan Retirement Fund - Regular (IDCW),Regular,ID386-DR,12.078,-0.03,-0.26,1000.00,,4th November 2024
44335,INF194KB1GP2,Dividend - Reinvest,Bandhan Retirement Fund - Regular (IDCW),Regular,ID386R-DR,12.078,-0.03,-0.26,1000.00,,4th November 2024
44336,INF194KB1GU2,Growth,Bandhan Retirement Fund - Direct (G),Direct,IDD385-GR,12.296,-0.02,-0.19,1000.00,,4th November 2024
44337,INF194KB1GV0,Dividend - Payout,Bandhan Retirement Fund - Direct (IDCW),Direct,IDD386-DP,12.292,-0.03,-0.23,1000.00,,4th November 2024
44337,INF194KB1GV0,Dividend - Reinvest,Bandhan Retirement Fund - Direct (IDCW),Direct,IDD386-DR,12.292,-0.03,-0.23,1000.00,,4th November 2024
44337,INF194KB1GW8,Dividend - Reinvest,Bandhan Retirement Fund - Direct (IDCW),Direct,IDD386R-DR,12.292,-0.03,-0.23,1000.00,,4th November 2024
44338,INF769K01KT9,Growth,Mirae Asset BSE Sensex ETF,Regular,MASXRG-GR,79.7712,-0.62,-0.77,5000.00,,4th November 2024
44338,INF769K01KT9,Growth,Mirae Asset BSE Sensex ETF,Regular,MASXRGD-GR,79.7712,-0.62,-0.77,5000.00,,4th November 2024
44339,INF174KA1PG7,Growth,Kotak Nifty G-Sec July 2033 Index Fund-Reg (G),Regular,KO1199-GR,11.0511,0.00,0.01,100.00,,4th November 2024
44340,INF174KA1PH5,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Reg (IDCW),Regular,KO120P0-DP,11.051,0.00,0.01,100.00,,4th November 2024
44340,INF174KA1PI3,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Reg (IDCW),Regular,KO1200-DP,11.051,0.00,0.01,100.00,,4th November 2024
44340,INF174KA1PI3,Dividend - Reinvest,Kotak Nifty G-Sec July 2033 Index Fund-Reg (IDCW),Regular,KO1200-DR,11.051,0.00,0.01,100.00,,4th November 2024
44341,INF174KA1PJ1,Growth,Kotak Nifty G-Sec July 2033 Index Fund-Dir (G),Direct,KO1199D-GR,11.0805,0.00,0.00,100.00,,4th November 2024
44342,INF174KA1PK9,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Dir (IDCW),Direct,KO120D0-DP,11.0806,0.00,0.01,100.00,,4th November 2024
44342,INF174KA1PL7,Dividend - Payout,Kotak Nifty G-Sec July 2033 Index Fund-Dir (IDCW),Direct,KO1200D-DP,11.0806,0.00,0.01,100.00,,4th November 2024
44342,INF174KA1PL7,Dividend - Reinvest,Kotak Nifty G-Sec July 2033 Index Fund-Dir (IDCW),Direct,KO1200D-DR,11.0806,0.00,0.01,100.00,,4th November 2024
44343,INF666M01HJ0,Growth,Groww Nifty Total Market Index Fund-Regular (G),Regular,INNIGP-GR,13.3316,-0.10,-0.73,100.00,,4th November 2024
44344,INF666M01HK8,Dividend - Payout,Groww Nifty Total Market Index Fund-Regular (IDCW),Regular,INNIDP-DP,13.3318,-0.10,-0.73,100.00,,4th November 2024
44344,INF666M01HL6,Dividend - Reinvest,Groww Nifty Total Market Index Fund-Regular (IDCW),Regular,INNIDP-DR,13.3318,-0.10,-0.73,100.00,,4th November 2024
44345,INF666M01HM4,Growth,Groww Nifty Total Market Index Fund-Direct (G),Direct,INNIG1-GR,13.4368,-0.10,-0.76,100.00,,4th November 2024
44346,INF666M01HN2,Dividend - Payout,Groww Nifty Total Market Index Fund-Direct (IDCW),Direct,INNID1-DP,13.4365,-0.10,-0.76,100.00,,4th November 2024
44346,INF666M01HO0,Dividend - Reinvest,Groww Nifty Total Market Index Fund-Direct (IDCW),Direct,INNID1-DR,13.4365,-0.10,-0.76,100.00,,4th November 2024
44348,INF251K01SO2,Growth,Baroda BNP Paribas Small Cap Fund - Regular (G),Regular,BPSCRG-GR,13.5877,-0.06,-0.46,5000.00,,4th November 2024
44349,INF251K01SP9,Dividend - Payout,Baroda BNP Paribas Small Cap Fund - Regular (IDCW),Regular,BPSCRD-DP,13.5877,-0.06,-0.46,5000.00,,4th November 2024
44349,INF251K01SQ7,Dividend - Reinvest,Baroda BNP Paribas Small Cap Fund - Regular (IDCW),Regular,BPSCRD-DR,13.5877,-0.06,-0.46,5000.00,,4th November 2024
44350,INF251K01SR5,Growth,Baroda BNP Paribas Small Cap Fund - Direct (G),Direct,BPSCDG-GR,13.8245,-0.06,-0.40,5000.00,,4th November 2024
44351,INF251K01SS3,Dividend - Payout,Baroda BNP Paribas Small Cap Fund - Direct (IDCW),Direct,BPSCDD-DP,13.8245,-0.06,-0.40,5000.00,,4th November 2024
44351,INF251K01ST1,Dividend - Reinvest,Baroda BNP Paribas Small Cap Fund - Direct (IDCW),Direct,BPSCDD-DR,13.8245,-0.06,-0.40,5000.00,,4th November 2024
44352,INF754K01RW0,Growth,Edelweiss Multi Cap Fund - Regular (G),Regular,EDMURG-GR,14.9927,-0.07,-0.45,100.00,,4th November 2024
44353,INF754K01RX8,Dividend - Payout,Edelweiss Multi Cap Fund - Regular (IDCW),Regular,EDMUDP-DP,14.9927,-0.07,-0.45,100.00,,4th November 2024
44353,INF754K01RY6,Dividend - Reinvest,Edelweiss Multi Cap Fund - Regular (IDCW),Regular,EDMUDP-DR,14.9927,-0.07,-0.45,100.00,,4th November 2024
44354,INF754K01SD8,Growth,Edelweiss Multi Cap Fund - Direct (G),Direct,EDMUD1-GR,15.2479,-0.07,-0.47,100.00,,4th November 2024
44355,INF754K01SA4,Dividend - Payout,Edelweiss Multi Cap Fund - Direct (IDCW),Direct,EDMUD2-DP,15.2479,-0.07,-0.47,100.00,,4th November 2024
44355,INF754K01SB2,Dividend - Reinvest,Edelweiss Multi Cap Fund - Direct (IDCW),Direct,EDMUD2-DR,15.2479,-0.07,-0.47,100.00,,4th November 2024
44356,INF082J01440,Growth,Quantum Small Cap Fund - Regular (G),Regular,QTSCRG-GR,12.11,-0.07,-0.57,500.00,,4th November 2024
44357,INF082J01432,Growth,Quantum Small Cap Fund - Direct (G),Direct,QTSCGP-GR,12.3,-0.07,-0.57,500.00,,4th November 2024
44358,INF879O01217,Growth,Parag Parikh Arbitrage Fund - Regular (G),Regular,PPAFRG-GR,10.7515,0.02,0.20,1000.00,,4th November 2024
44359,INF879O01225,Growth,Parag Parikh Arbitrage Fund - Direct (G),Direct,PPAFDG-GR,10.7895,0.02,0.18,1000.00,,4th November 2024
44360,INF769K01KU7,Growth,Mirae Asset Nifty 200 Alpha 30 ETF,Regular,MANARG-GR,26.05,-0.23,-0.88,5000.00,,4th November 2024
44361,INF209KB13W4,Growth,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123B-GR,10.6446,-0.01,-0.05,10000.00,,31st October 2024
44362,INF209KB14W2,Dividend - Payout,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123A-DP,10.6436,-0.01,-0.06,10000.00,,31st October 2024
44362,INF209KB14W2,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123A-DR,10.6436,-0.01,-0.06,10000.00,,31st October 2024
44362,INF209KB15W9,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Regular,BS123C-DR,10.6436,-0.01,-0.06,10000.00,,31st October 2024
44363,INF209KB16W7,Growth,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123Y-GR,10.6519,-0.01,-0.08,10000.00,,31st October 2024
44364,INF209KB17W5,Dividend - Payout,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123X-DP,10.6519,-0.01,-0.08,10000.00,,31st October 2024
44364,INF209KB17W5,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123X-DR,10.6519,-0.01,-0.08,10000.00,,31st October 2024
44364,INF209KB18W3,Dividend - Reinvest,Aditya Birla SL US Treasury 1-3 year Bond ETFs FoF,Direct,BS123Z-DR,10.6519,-0.01,-0.08,10000.00,,31st October 2024
44365,INF209KB19W1,Growth,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124B-GR,10.8102,-0.03,-0.27,10000.00,,31st October 2024
44366,INF209KB10X8,Dividend - Payout,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124A-DP,10.8102,-0.03,-0.27,10000.00,,31st October 2024
44366,INF209KB10X8,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124A-DR,10.8102,-0.03,-0.27,10000.00,,31st October 2024
44366,INF209KB11X6,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Regular,BS124C-DR,10.8102,-0.03,-0.27,10000.00,,31st October 2024
44367,INF209KB12X4,Growth,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124Y-GR,10.8174,-0.02,-0.21,10000.00,,31st October 2024
44368,INF209KB13X2,Dividend - Payout,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124X-DP,10.8174,-0.02,-0.21,10000.00,,31st October 2024
44368,INF209KB13X2,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124X-DR,10.8174,-0.02,-0.21,10000.00,,31st October 2024
44368,INF209KB14X0,Dividend - Reinvest,Aditya Birla SL US Treasury 3-10 year Bond ETFs Fo,Direct,BS124Z-DR,10.8174,-0.02,-0.21,10000.00,,31st October 2024
44369,INF03VN01811,Growth,WhiteOak Capital Balanced Hybrid Fund - Regular (G,Regular,YE107G-GR,12.307,-0.03,-0.27,500.00,,4th November 2024
44370,INF03VN01829,Growth,WhiteOak Capital Balanced Hybrid Fund - Direct (G),Direct,YED107G-GR,12.497,-0.02,-0.18,500.00,,4th November 2024
44375,INF209KB17X3,Growth,Aditya Birla SL Transportation and Logistics Fund-,Regular,BS125B-GR,13.83,-0.04,-0.29,500.00,,4th November 2024
44376,INF209KB18X1,Dividend - Payout,Aditya Birla SL Transportation and Logistics Fund-,Regular,BS125A-DP,13.84,-0.03,-0.22,500.00,,4th November 2024
44377,INF209KB15X7,Growth,Aditya Birla SL Transportation and Logistics Fund-,Direct,BS125Y-GR,14.05,-0.04,-0.28,500.00,,4th November 2024
44378,INF209KB16X5,Dividend - Payout,Aditya Birla SL Transportation and Logistics Fund-,Direct,BS125X-DP,14.05,-0.04,-0.28,500.00,,4th November 2024
44379,INF769K01KV5,Growth,Mirae Asset Nifty IT ETF,Regular,MAITRG-GR,41.3487,0.02,0.05,5000.00,,4th November 2024
44379,INF769K01KV5,Growth,Mirae Asset Nifty IT ETF,Regular,MAITRGD-GR,41.3487,0.02,0.05,5000.00,,4th November 2024
44380,INF0R8701012,Growth,Helios Flexi Cap Fund - Regular (G),Regular,HOHFCRG-GR,13.8,-0.05,-0.36,5000.00,,4th November 2024
44381,INF0R8701020,Dividend - Payout,Helios Flexi Cap Fund - Regular (IDCW),Regular,HOHFCRP-DP,13.81,-0.04,-0.29,5000.00,,4th November 2024
44381,INF0R8701038,Dividend - Payout,Helios Flexi Cap Fund - Regular (IDCW),Regular,HOHFCRD-DP,13.81,-0.04,-0.29,5000.00,,4th November 2024
44381,INF0R8701038,Dividend - Reinvest,Helios Flexi Cap Fund - Regular (IDCW),Regular,HOHFCRD-DR,13.81,-0.04,-0.29,5000.00,,4th November 2024
44382,INF0R8701046,Growth,Helios Flexi Cap Fund - Direct (G),Direct,HOHFCDG-GR,14.02,-0.04,-0.28,5000.00,,4th November 2024
44383,INF0R8701053,Dividend - Payout,Helios Flexi Cap Fund - Direct (IDCW),Direct,HOHFCDP-DP,14.02,-0.04,-0.28,5000.00,,4th November 2024
44383,INF0R8701061,Dividend - Payout,Helios Flexi Cap Fund - Direct (IDCW),Direct,HOHFCDD-DP,14.02,-0.04,-0.28,5000.00,,4th November 2024
44383,INF0R8701061,Dividend - Reinvest,Helios Flexi Cap Fund - Direct (IDCW),Direct,HOHFCDD-DR,14.02,-0.04,-0.28,5000.00,,4th November 2024
44384,INF0R8701095,Growth,Helios Overnight Fund - Regular (G),Regular,HOHOFRG-GR,1068.8234,0.17,0.02,5000.00,,4th November 2024
44385,INF0R8701103,Dividend - Reinvest,Helios Overnight Fund - Regular (IDCW-D) RI,Regular,HOHOFRD-DR,1000.0,0.00,0.00,25000.00,DAILY,4th November 2024
